Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,392.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,480.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,3779.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,4528.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,67.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,233.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,79.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,379.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,444.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,3490.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,5223.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,82.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,268.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,85.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,444.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,526.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,3715.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,79.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,223.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,87.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,460.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,402.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,3510.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,82.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,247.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,106.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,411.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,453.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,3576.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,116.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,260.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,100.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,408.0,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,56651.5480085191,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,26128.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,48732.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,1461.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,25698.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,47542.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1262.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,7324.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1752.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,26348.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,47163.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1410.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,6558.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1801.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,2465.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,25242.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,43738.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1496.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,6726.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1415.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2823.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,24512.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,41521.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1448.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,6552.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1366.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2788.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,25022.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,40923.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,1579.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,6331.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,1406.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2732.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,24821.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,43698.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,1501.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,6527.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,1480.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,2826.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,18862.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,26896.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,45363.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,1894.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,6120.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2366.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2913.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,18616.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,26638.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,44580.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,1866.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,6794.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,2014.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,3347.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,19448.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,26842.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,46118.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,1884.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,7159.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,2116.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,3389.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,20025.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,26431.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,56581.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,2153.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,8114.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,1883.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,3739.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,20741.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,26055.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,78787.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,2582.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,8554.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,1864.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,3738.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,21948.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,27454.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,106536.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,2910.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,9314.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,2306.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,5153.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,23040.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,30489.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,122190.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,3182.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,10073.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,2545.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,5601.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,25837.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,27192.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,151120.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,3356.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,11628.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,2531.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,5940.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,26325.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,31645.0,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,162030.0,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,3612.0,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,12705.0,CTS
